Association_Type,From_Concept_Type,From_Concept_ID,From_Concept_Name,To_Concept_Type,To_Concept_ID,To_Concept_Name,Status_of_Marginal,Collection_Method,Link_to_Source,User_ID,User_Name,Date_Published,Prevalence_Population_Size,Prevalence_Number_Of_People,Prevalence_Probability,Incidence_Population_Size,Incidence_Number_Of_People,Incidence_Rate,Risk_Ratio,Odds_Ratio
DISEASE_TO_DISEASE,DISEASE,1d300580-04ac-4ae7-b2e9-c9dab4717f26,Primary familial hypertrophic cardiomyopathy,DISEASE,926b83fe-c835-4009-8cbc-09f96fd2764c,Stable angina,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,3ef0bbd8-3ba4-4c4d-867f-1b9cb84c7487,Typhoid fever,DISEASE,aa26a4ea-3d20-4bd1-a43d-22ef3910ac3e,Gastroenteritis,COMPLETED,CLINICAL_JUDGMENT,n/a,3b5eff04-f27c-490a-abaa-a06df24f54ba,Fadly Ramly,2020-01-07 09:41:20.840342+00:00,100000,25000,0.250000000000000,100000,25000,0.250000000000000,,
DISEASE_TO_DISEASE,DISEASE,5e8eaebf-4a33-4702-87f0-c20a5c80bc90,Constipation - functional,DISEASE,dbbfb136-ecd8-4106-b11d-ce4ec8ac8ff0,Diverticular disease,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,2902342a-0ed1-4e14-8e1b-ac0bceb8175b,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,3b6811f0-4650-4edd-8781-31d321727a5c,Acute lower urinary tract infection,DISEASE,87840381-b3b7-4965-b8f6-1314a9c72f28,Pyelonephritis,COMPLETED,CLINICAL_JUDGMENT,n/a,7ec78e9d-bff3-4a00-a344-c317ed8a0d15,,2019-12-23 11:20:00.961723+00:00,100000,2000,0.020000000000000,100000,20000,0.200000000000000,,
DISEASE_TO_DISEASE,DISEASE,ee1c73c3-a831-487b-bd84-68334e343731,Human immunodeficiency virus infection,DISEASE,6f358baa-ada2-4097-9055-9b50f87cc0b3,Anal abscess,COMPLETED,SOURCE,https://www.ncbi.nlm.nih.gov/pubmed/1582350,b2f2bfad-bbdd-4ec4-9f0a-debf0814e106,,2019-12-23 11:20:00.961723+00:00,,,,100000,37000,0.370000000000000,,
DISEASE_TO_DISEASE,DISEASE,fd3fbc22-b06a-4e63-a77d-38ffc08f862d,Primary syphilis (female),DISEASE,9adfc264-9336-4930-bb3a-569efbfb6941,Episcleritis,COMPLETED,CLINICAL_JUDGMENT,n/a,ee126177-c6e9-43fb-936e-0d3a11bd4c4b,Aneesha Bakshi,2019-12-23 11:20:00.961723+00:00,100000,500,0.005000000000000,100000,1000,0.010000000000000,,
DISEASE_TO_DISEASE,DISEASE,0f7cd43e-3c9f-42f7-b0a3-e3d6c3b2c975,Chronic pelvic pain of female,DISEASE,1e967642-4b27-4a8b-a549-4417709ab092,Female infertility,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,ea69ed22-ccf2-4816-935a-c2e799210288,Hypothyroidism,DISEASE,206a0316-719a-4187-963c-82e27c629a26,Anemia of chronic disease,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,108489c0-8dd0-4579-899c-faa378091909,Davinder Sangar,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,a25ce270-2a1a-4fca-a189-a2639be0c412,Immunosuppression,DISEASE,5c1f37ea-3ffd-4d0a-b43d-24b7110b1c4b,Secondary syphilis (Female),COMPLETED,CLINICAL_JUDGMENT,n/a,9c3d1ab5-00f7-4f8e-8402-a350427f21da,Dwi Savitrie,2020-01-07 09:41:50.630562+00:00,,,,100000,20000,0.200000000000000,,
DISEASE_TO_DISEASE,DISEASE,fd3fbc22-b06a-4e63-a77d-38ffc08f862d,Primary syphilis (female),DISEASE,5c1f37ea-3ffd-4d0a-b43d-24b7110b1c4b,Secondary syphilis (Female),COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ab3e9c95-5c45-419a-9901-ba2a5a6269df,Jean Val,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,c68c33d7-168e-43ee-bb1e-49f6d574bd8e,Polycythaemia vera,DISEASE,5de132ef-5d20-49b9-8f59-4a87c71f211e,Subarachnoid haemorrhage,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,63f2e6d2-0028-451a-9484-ff2a540642b2,Urinary bladder stone,DISEASE,3448e439-2933-4590-9aee-e50a645dbc26,Overactive Bladder,COMPLETED,CLINICAL_JUDGMENT,n/a,7ec78e9d-bff3-4a00-a344-c317ed8a0d15,,2019-12-23 11:20:00.961723+00:00,,,,100000,30000,0.300000000000000,,
DISEASE_TO_DISEASE,DISEASE,2cbaeb27-2dda-4b30-a2e5-6fbeb63de91a,Human papilloma virus infection,DISEASE,4cae1420-f9df-4c24-a4a7-1e4ef94ce2de,Malignant neoplasm of cervix,COMPLETED,SOURCE,https://books.google.co.uk/books?id=emGC_fRJH_IC&pg=PA149&redir_esc=y#v=onepage&q&f=false,1ee4b0c5-573b-43f0-beaf-93d98cd4b844,,2020-01-21 23:15:34.940165+00:00,100000,85000,0.850000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,99c3b67d-c2cf-4bba-999a-c7aca1124697,Cauda equina syndrome,DISEASE,e265e75b-f019-432d-879d-28cc66208e22,Acute retention of urine,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,98d08a4c-3fae-49ea-be79-8f75c00fd734,Sophy Jessica Welch,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,3ac8dc0e-720d-4d62-88fd-3c423f014673,Cholecystitis,DISEASE,4852b488-1df9-48b2-91d5-8a38cb1ed25f,Ileus,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,,,,100000,20000,0.200000000000000,,
DISEASE_TO_DISEASE,DISEASE,9a1bd61d-880c-4d0b-84d4-92e23fb21eb0,Sjögren's syndrome,DISEASE,bbdce2c1-b86d-432a-bb57-d718334b632c,Raynaud's phenomenon,COMPLETED,CLINICAL_JUDGMENT,https://www.ncbi.nlm.nih.gov/pubmed/11950013,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,2019-12-23 11:20:00.961723+00:00,,,,100000,13000,0.130000000000000,,
DISEASE_TO_DISEASE,DISEASE,ee1c73c3-a831-487b-bd84-68334e343731,Human immunodeficiency virus infection,DISEASE,a25ce270-2a1a-4fca-a189-a2639be0c412,Immunosuppression,COMPLETED,CLINICAL_JUDGMENT,n/a,b2f2bfad-bbdd-4ec4-9f0a-debf0814e106,,2019-12-23 11:20:00.961723+00:00,,,,100000,8000,0.080000000000000,,
DISEASE_TO_DISEASE,DISEASE,785712fa-6b89-48da-a1d3-30dcc5ee47ac,Gonorrhoea (female),DISEASE,1e967642-4b27-4a8b-a549-4417709ab092,Female infertility,COMPLETED,CLINICAL_JUDGMENT,n/a,7ec78e9d-bff3-4a00-a344-c317ed8a0d15,,2019-12-23 11:20:00.961723+00:00,,,,100000,12000,0.120000000000000,,
DISEASE_TO_DISEASE,DISEASE,3ef0bbd8-3ba4-4c4d-867f-1b9cb84c7487,Typhoid fever,DISEASE,39909d10-36ea-40cf-8585-611276b58397,Orchitis and epididymitis,COMPLETED,CLINICAL_JUDGMENT,n/a,d2976f2b-3242-4fd7-892b-be05e3380a9d,Prenav Nair,2020-01-07 09:41:20.840342+00:00,,,,100000,560,0.005600000000000,,
DISEASE_TO_DISEASE,DISEASE,a25ce270-2a1a-4fca-a189-a2639be0c412,Immunosuppression,DISEASE,4dccaec7-7fb5-4187-aabe-295240bdc95a,Shigellosis,COMPLETED,CLINICAL_JUDGMENT,n/a,44ed9bd2-6286-4131-812b-c832c7f8c13b,Venuste Nkundimana,2021-03-02 18:02:12.967440+00:00,,,,100,2,0.020000000000000,,
DISEASE_TO_DISEASE,DISEASE,e4ca6b77-ed28-4365-a9dd-2bad48783603,Primary biliary cirrhosis,DISEASE,ebc1343e-a5ca-450c-ac0a-8be3379b3cb0,Keratoconjunctivitis sicca,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,d3399a33-42e5-488b-867d-a1fbc6464475,Dysfunctional uterine bleeding,DISEASE,b048ae4a-30db-408b-a4dc-adedc1f3020f,Iron deficiency anemia,COMPLETED,CLINICAL_JUDGMENT,n/a,8a92784d-10ed-4b3a-b898-d2a8db9aad99,Senth Kathirgama Kanthan,2019-12-23 11:20:00.961723+00:00,,,,100000,33000,0.330000000000000,,
DISEASE_TO_DISEASE,DISEASE,2f195cac-f5ea-4804-8502-811f44748310,Typhus,DISEASE,dc92b14b-08c0-4677-87ad-09e33cea06b9,Viral meningitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ab3e9c95-5c45-419a-9901-ba2a5a6269df,Jean Val,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,73a5b7fa-9e32-4efc-b67c-2cd071ae47ec,Multiple sclerosis,DISEASE,3095c8b7-f231-472f-b5b7-ab7da4cc319d,Gastroparesis syndrome,COMPLETED,CLINICAL_JUDGMENT,n/a,13eb1a46-9da5-4fb6-bceb-42e64e5ac21f,Salman Razzaki,2019-12-23 11:20:00.961723+00:00,,,,100000,1000,0.010000000000000,,
DISEASE_TO_DISEASE,DISEASE,ee1c73c3-a831-487b-bd84-68334e343731,Human immunodeficiency virus infection,DISEASE,22ae7688-7ed2-4e74-ab6b-9b040e7e5cc6,Hepatitis C,COMPLETED,SOURCE,https://discovery.ucl.ac.uk/id/eprint/1473437/,dc22d90e-2dd5-44fb-9a32-b605c949b253,Laura Pimpin,2021-07-26 07:48:14.584011+00:00,,,,1000,9,0.009100000000000,,
DISEASE_TO_DISEASE,DISEASE,ee1c73c3-a831-487b-bd84-68334e343731,Human immunodeficiency virus infection,DISEASE,22ae7688-7ed2-4e74-ab6b-9b040e7e5cc6,Hepatitis C,COMPLETED,SOURCE,https://discovery.ucl.ac.uk/id/eprint/1473437/,08f4fa70-6647-4a05-9309-0d4daea4ed19,Jennifer Griffin,2021-07-26 08:48:56.485785+00:00,,,,1000,9,0.009000000000000,,
DISEASE_TO_DISEASE,DISEASE,a091a64d-d446-4927-afae-2a2ae265a4d0,Benign prostatic hyperplasia,DISEASE,09546181-fdb1-41c9-997f-ef372ff3fab5,Uncomplicated inguinal hernia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,d6662856-474f-4fff-8b56-ee642898f8ec,Oscar Bennett,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,ee1c73c3-a831-487b-bd84-68334e343731,Human immunodeficiency virus infection,DISEASE,22ae7688-7ed2-4e74-ab6b-9b040e7e5cc6,Hepatitis C,COMPLETED,SOURCE,https://discovery.ucl.ac.uk/id/eprint/1473437/,7c1296cc-c146-485b-98c8-bfeff84d82da,Tao Haskins-Coulter,2021-07-26 08:55:57.978374+00:00,,,,1000,9,0.009000000000000,,
DISEASE_TO_DISEASE,DISEASE,c68c33d7-168e-43ee-bb1e-49f6d574bd8e,Polycythaemia vera,DISEASE,7d3b735d-2118-4ce8-b6e9-04c65870eccc,Subdural haemorrhage,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,2902342a-0ed1-4e14-8e1b-ac0bceb8175b,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,ceb6aeb4-e23e-438a-8060-9c6b4973dd7c,Non-bacterial prostatitis,DISEASE,3ab217ea-af83-4849-94e6-d629ea06550a,Impotence,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,108489c0-8dd0-4579-899c-faa378091909,Davinder Sangar,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,5b4c824f-75cf-4ceb-8fe0-1022d6777ab2,Primary sclerosing cholangitis,DISEASE,0c64c498-1da3-48fe-a99e-7a34832b5a24,Ascending cholangitis,COMPLETED,CLINICAL_JUDGMENT,n/a,2902342a-0ed1-4e14-8e1b-ac0bceb8175b,,2020-01-07 09:43:31.504475+00:00,100000,3000,0.030000000000000,100000,2000,0.020000000000000,,
DISEASE_TO_DISEASE,DISEASE,fc60af58-17aa-4e82-b282-c41f3c3c1cae,Atrial fibrillation and flutter,DISEASE,5de08d77-ee18-4655-9d90-d56a160601fa,Vascular insufficiency of intestine,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,34766272-1ff3-494c-940e-45d3b923938c,Clostridium difficile infection,DISEASE,7ae01ab4-c6f3-4e47-965e-0804ff0b7e91,Sepsis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,58798a4a-ce31-4dc4-865c-5d503425de76,Corneal abrasion,DISEASE,43f539c3-1c84-490a-92b8-ec3578556e7f,Bacterial conjunctivitis,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,2902342a-0ed1-4e14-8e1b-ac0bceb8175b,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,6b19c7b2-cee8-4360-80d8-d70f92b565cf,Mumps,DISEASE,cde6a457-dd7e-4919-a1b9-9b2e3fd1ad96,Premature ovarian failure,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,3d590154-ac88-45aa-b488-3f8a4df0814c,Ischemic stroke,DISEASE,3448e439-2933-4590-9aee-e50a645dbc26,Overactive Bladder,COMPLETED,CLINICAL_JUDGMENT,n/a,13eb1a46-9da5-4fb6-bceb-42e64e5ac21f,Salman Razzaki,2019-12-23 11:20:00.961723+00:00,,,,100000,15000,0.150000000000000,,
DISEASE_TO_DISEASE,DISEASE,785712fa-6b89-48da-a1d3-30dcc5ee47ac,Gonorrhoea (female),DISEASE,1e967642-4b27-4a8b-a549-4417709ab092,Female infertility,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,100000,20000,0.200000000000000,100000,5000,0.050000000000000,,
DISEASE_TO_DISEASE,DISEASE,e8dc4ecb-42d7-4760-8fbe-aec6d7c0c665,Celiac disease,DISEASE,71ba4412-be8b-459e-bcc2-597053c48fb9,Lactase deficiency,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,1ae35f98-28f7-4d0f-9be2-e2e47cd82267,Arvinder Sood,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,0ee23def-080c-498c-b079-7355420bbc75,Fracture of pelvis,DISEASE,e265e75b-f019-432d-879d-28cc66208e22,Acute retention of urine,COMPLETED,CLINICAL_JUDGMENT,n/a,70dbb07b-d26f-471e-bcbc-9ecbed6d2b47,Dr Prashanth Siddamshetty,2019-12-23 11:20:00.961723+00:00,100000,5000,0.050000000000000,100000,10000,0.100000000000000,,
DISEASE_TO_DISEASE,DISEASE,3e851145-ccb2-4332-85e9-5ace89c5ffc3,Generalized anxiety disorder,DISEASE,0b7a9ed6-feb6-4f2a-9125-404e9333f76f,Globus pharyngeus,COMPLETED,CLINICAL_JUDGMENT,n/a,873e8d74-6390-4cc9-9fe2-882ef1af7346,,2019-12-23 11:20:00.961723+00:00,,,,100000,30000,0.300000000000000,,
DISEASE_TO_DISEASE,DISEASE,f1714d47-e776-4788-969f-8adecc6457ba,Ruptured abdominal aortic aneurysm,DISEASE,4a453874-2c71-41f1-9a13-3e25e7b07c6f,Critical lower limb ischemia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,574d0b19-8647-470a-9215-fa38ff966454,Acute bronchitis,DISEASE,7ae01ab4-c6f3-4e47-965e-0804ff0b7e91,Sepsis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,87840381-b3b7-4965-b8f6-1314a9c72f28,Pyelonephritis,DISEASE,7ae01ab4-c6f3-4e47-965e-0804ff0b7e91,Sepsis,COMPLETED,CLINICAL_JUDGMENT,n/a,7ec78e9d-bff3-4a00-a344-c317ed8a0d15,,2020-03-06 15:56:11.670917+00:00,,,,100000,80000,0.800000000000000,,
DISEASE_TO_DISEASE,DISEASE,8d10f593-0812-4825-b52c-c7ab73c833b2,Folic acid deficiency,DISEASE,bfd3c2cf-26eb-4253-8ad0-7945217c6988,Psychotic disorder,COMPLETED,CLINICAL_JUDGMENT,n/a,8a92784d-10ed-4b3a-b898-d2a8db9aad99,Senth Kathirgama Kanthan,2020-03-31 16:57:33.373563+00:00,,,,100000,1000,0.010000000000000,,
DISEASE_TO_DISEASE,DISEASE,8f31c4e5-45b1-49df-a880-ae9097a3f4d4,Hypertrophy of adenoids,DISEASE,316d32b7-a187-4019-bdaa-004ced4aad1e,Dysfunction of eustachian tube,COMPLETED,CLINICAL_JUDGMENT,http://bestpractice.bmj.com/best-practice/monograph/1142/diagnosis/history-and-examination.html,13eb1a46-9da5-4fb6-bceb-42e64e5ac21f,Salman Razzaki,2019-12-23 11:20:00.961723+00:00,100000,60000,0.600000000000000,100000,20000,0.200000000000000,,
DISEASE_TO_DISEASE,DISEASE,050d29ad-e2b7-401b-9bb3-169b09800512,Essential hypertension,DISEASE,7a645c1e-fac7-43c1-800e-4b9f48b76d3c,Acute myocardial infarction,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,cc2ef81a-ca10-49ea-8e06-d6f5397e99e3,Polycystic ovary syndrome (PCOS),DISEASE,58eebed1-d032-4beb-b3e7-00489e1fa4f7,Non-alcoholic fatty liver,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,a091a64d-d446-4927-afae-2a2ae265a4d0,Benign prostatic hyperplasia,DISEASE,d1dbc459-b486-4bd2-b1ea-da5ad4b6eb41,Chronic retention of urine,COMPLETED,SOURCE,http://bestpractice.bmj.com/best-practice/monograph/208/follow-up/complications.html,98d08a4c-3fae-49ea-be79-8f75c00fd734,Sophy Jessica Welch,2019-12-23 11:20:00.961723+00:00,,,,100000,500,0.005000000000000,,
DISEASE_TO_DISEASE,DISEASE,98f6bd0a-4dff-4dc3-925f-8a228aa20adf,Osteomalacia,DISEASE,877df43d-80a3-4456-b959-da1af376937e,Osteoporosis,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,,,,100000,30000,0.300000000000000,,
DISEASE_TO_DISEASE,DISEASE,3c6a6b91-78dc-4f4b-af72-75087518dc2f,Hepatitis B,DISEASE,30887c5f-f351-4d96-aab3-d70fb1be530b,Acute hepatic failure,NEEDS_REVIEW_PGM,SOURCE,https://www.ncbi.nlm.nih.gov/pubmed/10921378,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,n/a,100000,2000,0.020000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,656f5228-705d-422d-9698-b2b06be17fbc,Influenza,DISEASE,5d41dc5b-d223-47af-b932-128a938762dd,Pneumonia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,762d2daf-b533-43f0-b247-a2dd76a3fd99,Peptic ulcer,DISEASE,d2fec1c0-e93c-4bdc-9c26-6190a8cbde86,Perforation of intestine,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,2ca0f8c6-3671-4fe4-a083-707abfc92dae,Cervical spine degeneration,DISEASE,fe673f25-0764-4e1c-b43f-a424a8953749,Cluster headache,NEEDS_REVIEW_PGM,CLINICAL_JUDGMENT,n/a,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,n/a,100000,30000,0.300000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,6c7f5d38-7cc3-4cf1-8d50-26b54c3ea90b,Alpha thalassemia,DISEASE,097d08ac-1fda-45d9-9a79-09f439f305de,Type 1 diabetes mellitus,COMPLETED,CLINICAL_JUDGMENT,n/a,79ae619c-1074-4607-bb0f-db159675c993,Kia Boon Wong,2020-01-07 09:42:21.655792+00:00,,,,100000,100,0.001000000000000,,
DISEASE_TO_DISEASE,DISEASE,9166a645-d6c4-4811-86e7-0d5d4d962991,Hyperthyroidism,DISEASE,c258e540-879a-467d-b859-241661480fe7,Secondary hypertension,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,1ae35f98-28f7-4d0f-9be2-e2e47cd82267,Arvinder Sood,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,39c5bcc1-dff7-4f6c-a8d6-2f370a776481,Chlamydia (female),DISEASE,c6dfd8a2-9898-4f10-b30c-f87ad4a1ea04,Ectopic pregnancy,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,0e809434-5d58-4749-ad8f-16021f18e3ac,Parkinson's disease,DISEASE,3095c8b7-f231-472f-b5b7-ab7da4cc319d,Gastroparesis syndrome,NEEDS_REVIEW_PGM,CLINICAL_JUDGMENT,n/a,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,n/a,100000,40000,0.400000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,097d08ac-1fda-45d9-9a79-09f439f305de,Type 1 diabetes mellitus,DISEASE,9166a645-d6c4-4811-86e7-0d5d4d962991,Hyperthyroidism,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
