Association_Type,From_Concept_Type,From_Concept_ID,From_Concept_Name,To_Concept_Type,To_Concept_ID,To_Concept_Name,Status_of_Marginal,Collection_Method,Link_to_Source,User_ID,User_Name,Date_Published,Prevalence_Population_Size,Prevalence_Number_Of_People,Prevalence_Probability,Incidence_Population_Size,Incidence_Number_Of_People,Incidence_Rate,Risk_Ratio,Odds_Ratio
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,9116abe6-547f-4f6c-9cc0-52d5ee4b7a29,Sexually active in last six months,DISEASE,d0542984-7a52-4da5-b31f-c6847c2efe0c,Inflammation of cervix,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,100000,60000,0.600000000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,c4d12d16-3575-44cf-9a7e-901a570c6e1a,Hyperlipidaemia,DISEASE,da903fbb-9d9d-40a2-b17d-7d682ca6270f,Unstable Angina,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,74189f81-1a5d-481c-b2e3-7bdf42fd7814,Alcohol intake above recommended limits (>14 units/week),DISEASE,1c0048b5-fcbc-4e39-a22d-9ce73f7d0542,Chronic hepatic failure,COMPLETED,SOURCE,https://europepmc.org/article/med/20636661,dc22d90e-2dd5-44fb-9a32-b605c949b253,Laura Pimpin,2021-07-26 07:41:22.859160+00:00,,,,,,,2.400000000000000,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,ec7dcef9-d583-4665-8e18-38683d1a51ce,Myopia,DISEASE,201dc0a8-82ad-4217-8de1-55a926a86a38,Open-angle glaucoma,COMPLETED,SOURCE,http://www.aaojournal.org/article/S0161-6420(11)00250-8/fulltext,78fea34d-177e-4304-b9b2-bd2ed5f85731,,2019-12-23 11:20:00.961723+00:00,,,,,,,,1.920000000000000
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,a1b98fe5-dcb3-4d56-a1bf-2b8df0bb1324,Recent alcohol excess,DISEASE,30887c5f-f351-4d96-aab3-d70fb1be530b,Acute hepatic failure,COMPLETED,CLINICAL_JUDGMENT,n/a,d881b373-249f-4251-971b-b5d750596868,Anushree Jagadambe,2021-07-22 16:29:45.550789+00:00,100,5,0.050000000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,4d93c989-95ce-4088-8fcc-2f90263035ea,Family history of hypercoagulable state,DISEASE,b7d4dcbd-116c-44d1-859b-a20b6c6ceba3,Priapism,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,dddebc85-a34f-4ee2-896f-6768997651bc,,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,74189f81-1a5d-481c-b2e3-7bdf42fd7814,Alcohol intake above recommended limits (>14 units/week),DISEASE,1c0048b5-fcbc-4e39-a22d-9ce73f7d0542,Chronic hepatic failure,COMPLETED,SOURCE,https://europepmc.org/article/med/20636661,4b6032c6-f52f-4e18-ae9d-2a2641136193,Neesha Nanu,2021-07-26 09:00:26.951358+00:00,,,,,,,2.400000000000000,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,74189f81-1a5d-481c-b2e3-7bdf42fd7814,Alcohol intake above recommended limits (>14 units/week),DISEASE,1c0048b5-fcbc-4e39-a22d-9ce73f7d0542,Chronic hepatic failure,COMPLETED,SOURCE,https://europepmc.org/article/med/20636661,1292bf2a-c34b-4fbe-b937-ad2609ab0e31,Nathalie Marchand,2021-07-26 09:34:02.283588+00:00,,,,,,,2.400000000000000,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,26dacb9b-8886-43e5-bb3c-1a53162e6ee8,History of combined oral contraceptive use,DISEASE,4ce4a1e1-b9bd-48ed-b2eb-5465c497d558,Deep venous thrombosis of lower limb,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,2c0761ae-5e27-4ce7-9ebd-156588a96809,Dr Prabhat Bakshi,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,5bff05cb-e08c-481e-ab65-69d59a57a682,Obesity,DISEASE,b56f23b9-8528-486d-ae6d-cc6b992722d6,Presbycusis,COMPLETED,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,2019-12-23 11:20:00.961723+00:00,100000,1000,0.010000000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,fabf6998-ac43-4b0e-8b79-6858d61d331c,Sheath contraception,DISEASE,22ae7688-7ed2-4e74-ab6b-9b040e7e5cc6,Hepatitis C,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,100000,2000,0.020000000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,5bff05cb-e08c-481e-ab65-69d59a57a682,Obesity,DISEASE,51e635a1-4937-4098-afa3-372a644185d4,Cholangiocarcinoma of biliary tract,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,8b40b223-4510-40c9-8f5b-c5805624ed32,Janie Baxter,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,de1ebcc7-5728-4585-8eef-bfdbeb637c24,Family history of diabetes mellitus type 1,DISEASE,097d08ac-1fda-45d9-9a79-09f439f305de,Type 1 diabetes mellitus,COMPLETED,SOURCE,https://link.springer.com/article/10.1007/s005920050102,78fea34d-177e-4304-b9b2-bd2ed5f85731,,2019-12-23 11:20:00.961723+00:00,,,,,,,,3.990000000000000
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,90699a02-b743-48f4-a99b-40a7252e2255,Smoker,DISEASE,fc60af58-17aa-4e82-b282-c41f3c3c1cae,Atrial fibrillation and flutter,COMPLETED,CLINICAL_JUDGMENT,n/a,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,2019-12-23 11:20:00.961723+00:00,100000,40000,0.400000000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,cffcd9d0-5155-4a3b-bf10-f53becf7bcaf,Combined oral contraceptive - use,DISEASE,c0309b25-a581-4bc6-8921-e6872fa49423,Malignant neoplasm of female breast,COMPLETED,CLINICAL_JUDGMENT,http://www.gpnotebook.co.uk/simplepage.cfm?ID=1194655815,655f5b4a-cbe3-4bfd-875d-6dfed19e8f21,Daniel Mullarkey,2020-01-21 23:16:57.521644+00:00,100000,2,0.000025000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,8186b3fd-2e62-4680-819a-facf32a701da,History of alcohol intake above recommended limits (>14 units/week),DISEASE,050d29ad-e2b7-401b-9bb3-169b09800512,Essential hypertension,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ee126177-c6e9-43fb-936e-0d3a11bd4c4b,Aneesha Bakshi,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,74189f81-1a5d-481c-b2e3-7bdf42fd7814,Alcohol intake above recommended limits (>14 units/week),DISEASE,3fe4ba70-27f2-4e1d-8182-9672fac5f11b,Gastritis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,70dbb07b-d26f-471e-bcbc-9ecbed6d2b47,Dr Prashanth Siddamshetty,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,8293a444-4718-4b32-9f1f-d6f2803f10ce,Unsafe sexual behaviour,DISEASE,47c67b36-3131-462e-86e1-88abce9d076f,Chlamydia (male),COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,ea652d05-da0a-495e-9bf8-fc6186dca6da,Ex-smoker,DISEASE,7a645c1e-fac7-43c1-800e-4b9f48b76d3c,Acute myocardial infarction,COMPLETED,SOURCE,n/a,7ec78e9d-bff3-4a00-a344-c317ed8a0d15,,2019-12-23 11:20:00.961723+00:00,100000,56000,0.560000000000000,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,8293a444-4718-4b32-9f1f-d6f2803f10ce,Unsafe sexual behaviour,DISEASE,22ae7688-7ed2-4e74-ab6b-9b040e7e5cc6,Hepatitis C,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,655f5b4a-cbe3-4bfd-875d-6dfed19e8f21,Daniel Mullarkey,n/a,,,,,,,,
RISK_FACTOR_TO_DISEASE,RISK_FACTOR,019b0e3a-d932-4694-8014-c4c7615d6191,No contraceptive precautions (female),DISEASE,f96f1326-a5cf-47f6-8bb3-f44d47bffb12,Genital herpes simplex (female),COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,100000,65000,0.650000000000000,,,,,
